_id,title
66d2022eaeae9c6eba5da674,US defence dept condemns terrorist attack in Balochistan
66d2022eaeae9c6eba5da675,Adiala jail administration refutes PTI's claims over facilities for Imran Khan
66d2022eaeae9c6eba5da676,US welcomes Pakistan's envoy Rizwan Saeed with credential presentation ceremony
66d2022eaeae9c6eba5da677,12 family members killed as landslide hits house in KP's Upper Dir
66d2022eaeae9c6eba5da678,Karachi schools to remain closed today amid heavy rain forecast
66d2022eaeae9c6eba5da679,"On Quetta visit, PM Shehbaz vows to rid Balochistan of terrorism 'at all costs'"
66d49e8bfc4167cf161a104b,"Cyclone Asna moves further southwestward, but more rains still likely in Karachi next week: PMD"
66d49f050f611c80e6c24355,"More rains likely in Karachi, parts of country as moist currents from Bay of Bengal move in"
66d49f050f611c80e6c24357,Govt calls Dr Kaiser Bengali's claims a 'misunderstanding' after resignation
66d49f050f611c80e6c24359,Govt summons 13 IPP owners after probe discovers 'additional profiteering': sources
66d49f050f611c80e6c24360,Ruling PML-N opposes talks with PTI amid reports of ‘indirect dialogue'
66d49f050f611c80e6c24362,Sporadic rain lashes parts of Karachi as Cyclone Asna 'takes a westward turn'
66d49f050f611c80e6c24363,Heavy rain in Karachi likely as cyclone moves away from Sindh's coast
66d49f050f611c80e6c24364,Karsaz accident: Crystal meth confirmed in suspect's blood sample
66d49f050f611c80e6c24365,"Rains, floods kill at least 88 people in KP since July"
66d49f050f611c80e6c24366,"Sindh, including Karachi, braces for heavy rains as Cyclone Asna draws closer"
66d49f050f611c80e6c24367,"PM Shehbaz 'woos' Fazl as PTI, JUI-F join hands in parliament"
66d49f08b1e1fe8b58dc7c24,Kaiser Bengali's resignation: Govt calls economist's claims a 'misunderstanding'
66d49f08b1e1fe8b58dc7c26,"13 IPP owners summoned after govt finds 'additional profiteering', say sources"
66d49f08b1e1fe8b58dc7c2b,Light rain expected in Karachi as cyclone 'Asna' moves far away
66d49f08b1e1fe8b58dc7c2d,PML-N opposes dialogue with PTI after reports of 'indirect dialogue'
66d49f08b1e1fe8b58dc7c2e,Karachi receives intermittent rains as Cyclone Asna moves away from Sindh coast
66d49f08b1e1fe8b58dc7c2f,Crystal meth 'found' in Karsaz accident suspect's blood sample
66d49f08b1e1fe8b58dc7c30,"Cyclone Asna moving away from Sindh coast, PMD says"
66d49f08b1e1fe8b58dc7c31,"88 people die after rain, floods in KP since July"
66d49f08b1e1fe8b58dc7c32,"Sindh, including Karachi, braces for torrents as Cyclone Asna draws near"
66d49f08b1e1fe8b58dc7c33,PM Shehbaz 'seeks JUI-F support to govt' in meeting with Fazl
66d49f08b1e1fe8b58dc7c34,93 Pakistani students heading to UK on Chevening and Commonwealth scholarships
66d49f08b1e1fe8b58dc7c35,Security forces kill 12 terrorists in Tirah Valley IBOs: ISPR
66d49f08b1e1fe8b58dc7c36,Coastal areas on cyclone alert with deep depression 120km away from Karachi
66d5f59c6dfd3b531f3f5b14,2 policemen injured in late-night TTP attack on Mianwali checkpost
66d5f5dbd1a6b4c7c51a4135,Senate bill seeks to increase number of SC judges to 21
66d5f5dbd1a6b4c7c51a4136,Law minister puts speculations about CJP Isa's extension to rest
66d5f5dbd1a6b4c7c51a4137,SIMs of users with expired CNICs to be suspended by PTA
66d5f5dbd1a6b4c7c51a4138,Terrorists attack Mianwali checkpost injuring two cops
66d5f5dbd1a6b4c7c51a413a,'Dil Ka Rishta' earns massive praise at ISNA's annual gathering in Dallas
66d5f5dbd1a6b4c7c51a413b,PMD forecasts more rains across Pakistan under new monsoon system
66d5f5dbd1a6b4c7c51a413e,Terrorists undermining Pakistan in the name of nationalism: Balochistan CM
66d5f605197670e6953aae3e,Bill tabled in Senate for increasing number of Supreme Court judges to 20 sans CJP
66d5f605197670e6953aae3f,Law minister rebuffs speculations on extension in CJP Isa tenure
66d5f605197670e6953aae43,PTA to begin suspending SIMs of users with expired CNICs
66d5f605197670e6953aae44,Two cops injured after terrorists attack Mianwali check post
66d5f605197670e6953aae45,Dil Ka Rishta app attracts large number of people at ISNA
66d5f605197670e6953aae46,"More heavy monsoon rains expected across Pakistan, says weatherman"
66d5f605197670e6953aae4a,'Some elements' aim to undermine Pakistan in name of nationalism: Balochistan CM
66d5f605197670e6953aae4b,"Karachi, parts of country brace for more rain as moist currents from Bay of Bengal move in"
66d6ca23f31dd6da4cc9dc2c,PM Shehbaz terms Pak-China friendship vital for regional peace
66d6ca2550b7b1a25dbc53ce,Pak-China friendship inevitable for regional stability: PM Shehbaz
66d6ca2550b7b1a25dbc53cf,Bill tabled in Senate for increase in number of Supreme Court judges to 20 sans CJP
66d7672deeeba743496a58e3,Akhtar Mengal resigns from National Assembly citing ‘prevailing situation in Balochistan’
66d7672deeeba743496a58e4,Imran petitions IHC against ‘possible’ military custody
66d76763c197737f3ad2d4f5,ECP declines to divulge Feb 8 polls expenditure details before Senate body
66d76763c197737f3ad2d4f6,Detained terrorist reveals suicide bombers 'desensitised' before carrying out attacks
66d76763c197737f3ad2d4f7,Another bill seeking to increase apex court judges strength tabled in NA
66d76763c197737f3ad2d4f9,BNP-M chief Akhtar Mengal resigns as National Assembly member
66d76774eef927f399eecfd1,Imran Khan's plea against 'possible' military trial faces objections by IHC registrar
66d76774eef927f399eecfd2,ECP refuses to brief Senate panel on 2024 polls' expenditures
66d76774eef927f399eecfd3,"Suicide bombers administered injections to desensitise them, reveals detained terrorist"
66d76774eef927f399eecfd6,"After Senate, bill proposing increase in top court judges' strength lands in NA"
66d76774eef927f399eecfd8,Akhtar Mengal resigns from National Assembly over Balochistan crises
